CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
11469;MR.;EDWIN;RAJI;1973-04-16;S;M;edwin44@adventure-works.com;10000;0;Partial High School;Manual;N
11470;MR.;JAY;SUAREZ;1973-09-25;S;M;jay49@adventure-works.com;20000;0;Partial High School;Manual;N
11471;MS.;LATASHA;SUAREZ;1973-09-25;S;F;latasha19@adventure-works.com;30000;0;Partial College;Clerical;Y
11472;MR.;KENNETH;KUMAR;1963-04-03;S;M;kenneth7@adventure-works.com;60000;3;Bachelors;Professional;Y
11473;MS.;GRACE;HENDERSON;1980-08-02;S;F;grace52@adventure-works.com;20000;0;Partial High School;Manual;N
11474;MR.;MELVIN;XU;1980-02-22;S;M;melvin5@adventure-works.com;20000;0;Partial High School;Manual;Y
11475;;CESAR;SUBRAM;1978-10-09;S;M;cesar12@adventure-works.com;30000;0;High School;Manual;N
11476;MRS.;ERIKA;NAVARRO;1974-11-17;M;F;erika7@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11477;MR.;TRISTAN;HUGHES;1973-06-25;S;M;tristan12@adventure-works.com;30000;0;High School;Manual;N
11478;MR.;BILLY;HERNANDEZ;1973-02-25;S;M;billy5@adventure-works.com;30000;0;High School;Manual;N
11479;MR.;DARRYL;WU;1973-04-22;M;M;darryl6@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11480;MRS.;COLLEEN;MA;1973-03-11;M;F;colleen16@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11481;MRS.;ERICA;HU;1973-05-23;M;F;erica19@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11482;MS.;ADRIENNE;TORRES;1972-07-19;S;F;adrienne8@adventure-works.com;30000;0;High School;Manual;N
11483;MR.;CALVIN;CHANDE;1972-05-22;M;M;calvin13@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11484;MR.;ERICK;SAI;1972-03-06;S;M;erick5@adventure-works.com;40000;2;Partial College;Clerical;Y
11485;MR.;DONALD;CHANDRA;1972-08-07;M;M;donald4@adventure-works.com;40000;2;Partial College;Clerical;N
11486;MS.;ARIANA;ROGERS;1971-05-25;S;F;ariana17@adventure-works.com;10000;0;Partial High School;Manual;Y
11487;MS.;MORGAN;JONES;1971-07-09;S;F;morgan26@adventure-works.com;10000;0;Partial High School;Manual;N
11488;MR.;JERMAINE;LOPEZ;1971-09-21;S;M;jermaine15@adventure-works.com;20000;0;Partial High School;Manual;Y
11489;MS.;DEBORAH;GOEL;1971-03-07;S;F;deborah21@adventure-works.com;20000;0;Partial High School;Manual;N
11490;MR.;DANNY;RUBIO;1971-01-06;S;M;danny22@adventure-works.com;20000;0;Partial High School;Manual;N
11491;MR.;ANDRE;PEREZ;1971-04-06;M;M;andre20@adventure-works.com;20000;0;Partial High School;Manual;N
11492;MR.;TERRENCE;CHANDER;1971-11-19;S;M;terrence16@adventure-works.com;30000;0;High School;Manual;N
11493;MRS.;DAWN;WU;1970-12-02;S;F;dawn8@adventure-works.com;40000;2;Partial College;Clerical;Y
11495;MR.;FRANCIS;JIMENEZ;1971-09-04;S;M;francis3@adventure-works.com;40000;2;Partial College;Clerical;Y
11496;MR.;GARY;ORTEGA;1970-10-17;S;M;gary31@adventure-works.com;40000;2;Partial College;Clerical;Y
11497;MRS.;KATRINA;NATH;1970-11-26;S;F;katrina17@adventure-works.com;40000;2;Partial College;Clerical;Y
11499;MR.;PEDRO;VANCE;1974-11-14;S;M;pedro4@adventure-works.com;40000;3;Partial College;Clerical;Y
11500;MS.;SARAH;SIMMONS;1974-09-18;S;F;sarah40@adventure-works.com;40000;0;Graduate Degree;Skilled Manual;Y
11501;MRS.;BRANDY;CHANDRA;1975-07-07;S;F;brandy20@adventure-works.com;40000;3;Partial College;Clerical;Y
11502;MR.;JARED;PETERSON;1975-03-07;S;M;jared8@adventure-works.com;40000;4;Partial College;Clerical;Y
11503;MR.;DENNIS;WU;1930-10-13;M;M;dennis8@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11504;MRS.;JORDAN;BAKER;1931-04-20;M;F;jordan45@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11505;MS.;JASMINE;POWELL;1966-07-07;S;F;jasmine48@adventure-works.com;60000;0;Graduate Degree;Skilled Manual;Y
11506;MR.;NICHOLAS;BROWN;1966-05-17;S;M;nicholas6@adventure-works.com;60000;0;Graduate Degree;Skilled Manual;N
11507;MS.;ISABELLA;RUSSELL;1966-11-20;S;F;isabella30@adventure-works.com;60000;0;Graduate Degree;Skilled Manual;Y
11508;MS.;ELIZABETH;WILSON;1966-07-07;S;F;elizabeth11@adventure-works.com;60000;0;Graduate Degree;Skilled Manual;Y
11509;MRS.;ROGER;HARUI;1953-07-26;M;F;roger4@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11510;MR.;SETH;ROBERTS;1953-07-13;M;M;seth40@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11511;MR.;CALEB;PERRY;1953-06-14;M;M;caleb4@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11512;MRS.;NATALIE;CAMPBELL;1954-08-13;S;F;natalie50@adventure-works.com;20000;3;Partial High School;Manual;Y
11513;MRS.;ALYSSA;HOWARD;1954-09-27;S;F;alyssa38@adventure-works.com;20000;3;Partial High School;Manual;N
11514;MR.;DALTON;DIAZ;1954-04-20;M;M;dalton67@adventure-works.com;30000;1;High School;Clerical;Y
11515;MRS.;SHANNON;HUANG;1954-02-25;M;F;shannon6@adventure-works.com;30000;1;High School;Clerical;Y
11516;MRS.;MYA;GONZALES;1954-10-21;M;F;mya17@adventure-works.com;30000;1;High School;Clerical;Y
11517;MRS.;KATHERINE;BRYANT;1954-06-20;M;F;katherine44@adventure-works.com;40000;1;Partial College;Clerical;Y
11518;MR.;EDWARD;WASHINGTON;1955-05-10;M;M;edward62@adventure-works.com;40000;1;Partial College;Clerical;Y
11520;MRS.;JADA;MORGAN;1955-04-11;M;F;jada14@adventure-works.com;40000;1;Partial College;Clerical;Y
11521;MRS.;ARIANA;PETERSON;1955-12-09;M;F;ariana4@adventure-works.com;40000;1;Partial College;Clerical;Y
11522;MR.;CHRISTIAN;HUGHES;1955-12-23;M;M;christian26@adventure-works.com;80000;5;Graduate Degree;Skilled Manual;Y
11523;MR.;LUCAS;TAYLOR;1956-08-10;M;M;lucas22@adventure-works.com;40000;1;Partial College;Clerical;Y
11524;MRS.;ALYSSA;JACKSON;1956-01-23;M;F;alyssa11@adventure-works.com;40000;1;Partial College;Clerical;Y
11525;MRS.;ARIANA;COOK;1956-01-09;M;F;ariana19@adventure-works.com;40000;1;Partial College;Clerical;Y
11526;;KATHERINE;DIAZ;1956-08-06;M;F;katherine48@adventure-works.com;40000;1;Partial College;Clerical;Y
11527;MRS.;JENNA;GREEN;1956-06-04;M;F;jenna14@adventure-works.com;40000;1;Partial College;Clerical;Y
11528;MRS.;JOAN;WASHINGTON;1957-08-19;M;F;joan7@adventure-works.com;40000;1;Partial College;Clerical;Y
11529;MR.;AUSTIN;BRYANT;1957-11-16;M;M;austin14@adventure-works.com;40000;1;Partial College;Clerical;Y
11530;MR.;ANDREW;MARTINEZ;1957-07-26;M;M;andrew24@adventure-works.com;40000;1;Partial College;Clerical;Y
11531;MRS.;NINA;YUAN;1957-01-07;M;F;nina7@adventure-works.com;40000;1;Partial College;Clerical;Y
11532;MRS.;LAUREN;MILLER;1957-02-26;M;F;lauren24@adventure-works.com;40000;1;Partial College;Clerical;Y
11533;MRS.;EBONY;GILL;1957-07-21;M;F;ebony35@adventure-works.com;40000;1;Partial College;Clerical;Y
11534;MR.;CAMERON;LEWIS;1958-11-13;S;M;cameron39@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11535;MR.;DEVIN;NELSON;1958-07-03;M;M;devin32@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11536;MR.;LOGAN;CHOW;1958-04-17;M;M;logan25@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11537;MR.;DAKOTA;ROSS;1958-03-24;M;M;dakota3@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11538;MRS.;NICOLE;TAYLOR;1959-08-28;S;F;nicole9@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;N
11539;MR.;JUSTIN;WASHINGTON;1959-08-22;M;M;justin10@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11540;MR.;ALBERTO;NAVARRO;1959-01-28;S;M;alberto11@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11541;MR.;AIDAN;ROSS;1959-04-12;S;M;aidan4@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;N
11542;MR.;ALEJANDRO;TANG;1968-09-10;S;M;alejandro30@adventure-works.com;20000;1;Partial College;Manual;N
11543;MRS.;SHEENA;CHANDE;1968-02-17;M;F;sheena13@adventure-works.com;20000;1;Partial College;Manual;Y
11544;MR.;JOEL;GARCIA;1968-05-07;M;M;joel14@adventure-works.com;30000;1;Bachelors;Clerical;Y
11545;MR.;REGINALD;DOMINGUEZ;1968-03-25;M;M;reginald20@adventure-works.com;30000;1;Bachelors;Clerical;Y
11546;MRS.;CHRISTINE;CHANDE;1968-03-14;M;F;christine10@adventure-works.com;30000;1;Bachelors;Clerical;Y
11547;MS.;CINDY;SAI;1968-03-08;M;F;cindy6@adventure-works.com;40000;0;Graduate Degree;Clerical;Y
11549;MS.;CRYSTAL;LIANG;1968-09-06;M;F;crystal17@adventure-works.com;40000;0;Bachelors;Clerical;Y
11550;MS.;DEB;TORRES;1968-08-08;S;F;deb4@adventure-works.com;40000;0;Bachelors;Clerical;Y
11551;MR.;SHANNON;ALVAREZ;1967-05-25;S;M;shannon26@adventure-works.com;10000;3;High School;Manual;Y
11552;MR.;EDDIE;RUBIO;1967-05-27;S;M;eddie21@adventure-works.com;20000;1;Partial College;Manual;N
11553;MRS.;SHARON;LUO;1967-09-09;M;F;sharon12@adventure-works.com;20000;1;Partial College;Manual;Y
11554;MRS.;SYDNEY;SIMMONS;1926-09-28;S;F;sydney37@adventure-works.com;10000;4;High School;Manual;Y
11555;MRS.;ALEXANDRIA;HENDERSON;1926-07-08;M;F;alexandria5@adventure-works.com;40000;1;Bachelors;Clerical;Y
11556;MR.;LUCAS;EVANS;1967-05-14;M;M;lucas10@adventure-works.com;20000;1;Partial College;Manual;Y
11557;MRS.;FELICIA;RAMOS;1967-01-15;S;F;felicia16@adventure-works.com;30000;1;Bachelors;Clerical;N
11558;MR.;IVAN;MALHOTRA;1967-08-22;S;M;ivan3@adventure-works.com;30000;1;Bachelors;Clerical;N
11559;MR.;FREDERICK;SUBRAM;1967-12-16;S;M;frederick12@adventure-works.com;30000;1;Bachelors;Clerical;N
11560;MRS.;WHITNEY;SRINI;1967-08-13;S;F;whitney7@adventure-works.com;30000;1;Bachelors;Clerical;N
11561;MRS.;BRIANA;DOMINGUEZ;1966-07-24;S;F;briana12@adventure-works.com;10000;5;Partial High School;Manual;Y
11562;MR.;JARROD;GONZALEZ;1966-04-19;M;M;jarrod17@adventure-works.com;20000;1;High School;Manual;Y
11563;MR.;CESAR;SRINI;1966-02-01;S;M;cesar7@adventure-works.com;20000;1;High School;Manual;N
11564;MR.;JORGE;LIANG;1966-07-12;S;M;jorge19@adventure-works.com;20000;1;High School;Manual;N
11565;MR.;ERIK;DIAZ;1966-07-02;S;M;erik4@adventure-works.com;20000;2;High School;Manual;Y
11566;MS.;APRIL;SHAN;1967-09-02;M;F;april8@adventure-works.com;40000;0;Bachelors;Clerical;Y
11567;MS.;CARLA;PEREZ;1967-09-23;M;F;carla24@adventure-works.com;40000;0;Bachelors;Clerical;Y
11568;MRS.;ALEXIA;FOSTER;1966-10-23;S;F;alexia13@adventure-works.com;20000;2;High School;Manual;Y
11569;MR.;TROY;MALHOTRA;1966-05-10;M;M;troy5@adventure-works.com;30000;1;Bachelors;Clerical;Y
11570;MRS.;KRISTIN;ANDERSEN;1966-01-22;M;F;kristin14@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11571;MR.;JOEL;SAI;1966-05-18;M;M;joel5@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11572;MR.;BILLY;MORENO;1966-03-15;M;M;billy8@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11573;MRS.;MEAGAN;SUBRAM;1965-11-15;S;F;meagan13@adventure-works.com;20000;2;High School;Manual;Y
11574;MRS.;KARLA;LUO;1965-07-17;S;F;karla6@adventure-works.com;20000;2;High School;Manual;Y
11575;MR.;JACKSON;CAMPBELL;1965-04-21;S;M;jackson37@adventure-works.com;20000;2;High School;Manual;Y
11576;MR.;MICAH;ZHU;1965-02-10;M;M;micah1@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11577;MRS.;JANET;SERRANO;1965-10-22;M;F;janet22@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11578;MRS.;TRISHA;HUANG;1964-11-08;S;F;trisha0@adventure-works.com;10000;3;Partial High School;Manual;Y
11579;MR.;CLAYTON;BECK;1964-08-20;S;M;clayton38@adventure-works.com;20000;3;High School;Manual;Y
11580;MR.;MELVIN;RAJE;1933-09-12;M;M;melvin12@adventure-works.com;30000;1;Bachelors;Skilled Manual;Y
11581;MS.;CINDY;JORDAN;1966-09-04;M;F;cindy2@adventure-works.com;40000;0;Bachelors;Professional;Y
11582;MRS.;CLAUDIA;MA;1963-04-13;S;F;claudia14@adventure-works.com;30000;2;Partial College;Clerical;Y
11583;MRS.;KARLA;XU;1965-09-26;S;F;karla5@adventure-works.com;30000;2;Partial College;Clerical;Y
11584;MR.;DEVIN;CARTER;1965-11-22;M;M;devin33@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11585;MRS.;KARI;PEREZ;1965-03-08;M;F;kari21@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11586;MR.;ALBERTO;ROMERO;1965-12-15;M;M;alberto10@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11587;MR.;KEVIN;BRYANT;1964-10-21;S;M;kevin20@adventure-works.com;30000;2;Partial College;Clerical;Y
11588;MRS.;CANDACE;MEHTA;1964-07-14;M;F;candace14@adventure-works.com;30000;2;Partial College;Clerical;N
11589;MRS.;EBONY;MALHOTRA;1964-05-04;M;F;ebony4@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11590;MRS.;ERIKA;DIAZ;1963-10-18;S;F;erika2@adventure-works.com;30000;2;Partial College;Clerical;Y
11591;MRS.;STACEY;LU;1963-05-16;S;F;stacey12@adventure-works.com;30000;3;Partial College;Clerical;Y
11592;MR.;DARRELL;RAJI;1978-09-04;S;M;darrell9@adventure-works.com;20000;0;High School;Manual;N
11593;MR.;ARMANDO;MORENO;1977-03-25;S;M;armando6@adventure-works.com;20000;0;High School;Manual;Y
11594;MR.;COREY;GOEL;1979-11-04;S;M;corey16@adventure-works.com;20000;4;High School;Manual;Y
11595;MR.;SEBASTIAN;HOWARD;1979-07-02;S;M;sebastian12@adventure-works.com;20000;5;High School;Manual;Y
11596;MR.;ROGER;RAJE;1963-09-03;M;M;roger41@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11597;MRS.;JANELLE;CHANDRA;1978-02-06;S;F;janelle2@adventure-works.com;30000;3;Partial College;Clerical;Y
11598;MRS.;MEREDITH;RUIZ;1978-07-02;S;F;meredith24@adventure-works.com;30000;3;Partial College;Clerical;Y
11599;MS.;MELODY;DIAZ;1977-09-16;S;F;melody3@adventure-works.com;20000;0;High School;Manual;N
11600;MS.;LINDA;RUBIO;1977-04-07;S;F;linda36@adventure-works.com;30000;0;Partial College;Clerical;N
11601;MR.;IVAN;RAMAN;1977-08-21;S;M;ivan8@adventure-works.com;30000;0;Partial College;Clerical;Y
11602;MR.;LARRY;GILL;1977-04-13;S;M;larry16@adventure-works.com;30000;0;Partial College;Clerical;N
11603;MR.;GEOFFREY;GONZALEZ;1977-02-06;S;M;geoffrey16@adventure-works.com;30000;0;Partial College;Clerical;N
11604;MR.;EDGAR;SANCHEZ;1977-06-03;S;M;edgar21@adventure-works.com;30000;0;Partial College;Clerical;Y
11605;MS.;HEIDI;SUBRAM;1976-11-20;S;F;heidi15@adventure-works.com;20000;0;High School;Manual;N
11606;MS.;MELODY;RAMOS;1975-02-03;S;F;melody17@adventure-works.com;10000;0;Partial High School;Manual;N
11607;MR.;CLINTON;MORENO;1975-05-09;S;M;clinton3@adventure-works.com;20000;0;High School;Manual;Y
11608;MR.;CESAR;MADAN;1976-03-04;S;M;cesar6@adventure-works.com;20000;0;High School;Manual;N
11609;MR.;EUGENE;YE;1976-06-26;S;M;eugene13@adventure-works.com;30000;0;Partial College;Clerical;N
11610;MR.;BLAKE;COLLINS;1975-04-23;S;M;blake47@adventure-works.com;30000;0;Partial College;Clerical;N
11611;MR.;ERNEST;LIN;1974-02-27;M;M;ernest7@adventure-works.com;20000;0;Partial High School;Manual;N
11612;MR.;KEITH;ANDERSEN;1974-10-11;S;M;keith16@adventure-works.com;20000;0;Partial High School;Manual;N
11613;MS.;MEREDITH;PRASAD;1975-11-03;S;F;meredith8@adventure-works.com;30000;0;Partial College;Clerical;N
11614;MS.;KATRINA;SHARMA;1975-08-17;S;F;katrina8@adventure-works.com;30000;0;Partial College;Clerical;N
11615;MR.;DWAYNE;NAVARRO;1975-11-21;M;M;dwayne9@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11616;MRS.;CASEY;NATH;1975-03-09;M;F;casey20@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11617;MR.;SEAN;BROOKS;1959-04-04;S;M;sean8@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;N
11618;MR.;BRIAN;RAMIREZ;1959-04-24;M;M;brian19@adventure-works.com;60000;4;Graduate Degree;Skilled Manual;Y
11619;MS.;SIERRA;YOUNG;1973-05-01;S;F;sierra15@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;Y
11620;MS.;MEGAN;RODRIGUEZ;1973-04-20;S;F;megan23@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;Y
11621;MS.;LEAH;SHE;1973-02-19;S;F;leah19@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;N
11622;MR.;GABRIEL;ALLEN;1973-12-17;M;M;gabriel53@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;Y
11623;;ANGELA;PERRY;1973-06-27;S;F;angela10@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11624;MR.;RYAN;SMITH;1973-03-23;S;M;ryan39@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11625;MR.;ZACHARY;MOORE;1973-01-19;M;M;zachary37@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11626;MRS.;DESTINY;ROGERS;1973-06-14;M;F;destiny26@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11627;MR.;DALTON;GRAY;1973-02-27;M;M;dalton76@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11628;MRS.;MARIAH;WOOD;1972-05-17;S;F;mariah6@adventure-works.com;40000;1;Graduate Degree;Skilled Manual;Y
11629;MR.;ISAIAH;WRIGHT;1971-02-08;S;M;isaiah45@adventure-works.com;40000;4;High School;Skilled Manual;Y
11630;MRS.;HALEY;POWELL;1971-12-25;M;F;haley27@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11631;MR.;ANTONIO;BENNETT;1971-02-13;M;M;antonio1@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11633;MR.;THOMAS;ANDERSON;1972-05-26;M;M;thomas71@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11634;MR.;SAMUEL;COLLINS;1972-06-12;M;M;samuel33@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11635;MR.;DARRELL;CHANDE;1972-08-14;M;M;darrell4@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11636;MRS.;KIMBERLY;COX;1972-12-22;S;F;kimberly14@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11637;MRS.;MORGAN;HERNANDEZ;1972-08-14;M;F;morgan15@adventure-works.com;70000;1;Graduate Degree;Professional;Y
11638;MR.;ANTONIO;POWELL;1972-03-12;M;M;antonio8@adventure-works.com;70000;1;Graduate Degree;Professional;Y
11639;MRS.;ANGELICA;PERRY;1972-12-23;M;F;angelica7@adventure-works.com;70000;1;Graduate Degree;Professional;Y
11640;MRS.;CHLOE;WILSON;1970-05-03;M;F;chloe40@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11641;MR.;JAMES;CHEN;1970-08-12;M;M;james41@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11642;MRS.;MORGAN;HUGHES;1970-12-26;M;F;morgan81@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11643;;NAOMI;MUNOZ;1970-07-27;M;F;naomi7@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11644;MR.;CHARLES;TORRES;1969-10-07;S;M;charles52@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11645;MRS.;GABRIELLA;TURNER;1969-10-19;S;F;gabriella27@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11646;MRS.;ANNA;FOSTER;1969-03-19;S;F;anna41@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11647;MR.;RANDY;WU;1969-09-22;S;M;randy8@adventure-works.com;40000;2;Bachelors;Skilled Manual;N
11648;MR.;KEVIN;SCOTT;1969-04-16;S;M;kevin50@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11649;MR.;IAN;WHITE;1969-01-26;M;M;ian12@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11650;MR.;CALEB;HAYES;1969-07-26;M;M;caleb19@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11651;MRS.;PATRICIA;GARCIA;1971-12-17;M;F;patricia18@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11652;MR.;SAMUEL;RUSSELL;1971-05-05;M;M;samuel19@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11653;MRS.;SYDNEY;PETERSON;1971-06-08;S;F;sydney15@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11654;MRS.;ARIANA;SANCHEZ;1971-09-19;M;F;ariana22@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11655;MRS.;TAMARA;SHARMA;1971-04-01;S;F;tamara21@adventure-works.com;70000;2;Graduate Degree;Professional;Y
11656;MRS.;KATELYN;PEREZ;1971-09-20;M;F;katelyn35@adventure-works.com;70000;3;Graduate Degree;Professional;Y
11657;MRS.;MEGAN;COX;1971-05-04;M;F;megan39@adventure-works.com;70000;3;Graduate Degree;Professional;Y
11658;MR.;ROBERT;MITCHELL;1969-02-07;M;M;robert53@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11659;MR.;MIGUEL;ADAMS;1969-04-22;S;M;miguel32@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11660;MRS.;MIRANDA;GONZALES;1969-01-22;M;F;miranda17@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11661;MR.;JEREMIAH;JAMES;1970-01-07;S;M;jeremiah39@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11662;MR.;ETHAN;KUMAR;1970-07-04;S;M;ethan24@adventure-works.com;60000;2;Graduate Degree;Professional;Y
11663;MR.;SETH;WILLIAMS;1970-02-25;M;M;seth2@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11664;MRS.;ALYSSA;MORGAN;1970-02-09;S;F;alyssa30@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11665;MRS.;JANET;DOMINGUEZ;1970-12-13;M;F;janet18@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11666;MR.;ANGEL;BAKER;1970-12-17;M;M;angel30@adventure-works.com;80000;2;Graduate Degree;Professional;Y
11667;MR.;BLAKE;MOORE;1967-06-21;M;M;blake7@adventure-works.com;70000;2;Bachelors;Skilled Manual;Y
11668;MRS.;JADA;COLLINS;1967-09-07;S;F;jada15@adventure-works.com;70000;2;Bachelors;Skilled Manual;Y
11669;MRS.;ISABELLA;SIMMONS;1967-10-21;S;F;isabella25@adventure-works.com;70000;2;Bachelors;Skilled Manual;Y
11670;MRS.;JACQUELINE;PERRY;1967-10-17;S;F;jacqueline8@adventure-works.com;70000;2;Bachelors;Skilled Manual;Y
11671;MRS.;JESSICA;BROWN;1966-05-18;S;F;jessica51@adventure-works.com;60000;3;Bachelors;Skilled Manual;N
11672;MR.;CHAD;JAI;1966-09-21;M;M;chad13@adventure-works.com;60000;3;Bachelors;Skilled Manual;Y
11673;MRS.;SUSAN;YE;1966-02-07;S;F;susan19@adventure-works.com;60000;3;Bachelors;Skilled Manual;Y
11674;MS.;MORGAN;ROGERS;1966-08-18;M;F;morgan49@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11675;MR.;DEVIN;MARTINEZ;1966-02-02;S;M;devin16@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11676;MR.;ALAN;HU;1966-02-13;M;M;alan24@adventure-works.com;80000;0;Graduate Degree;Professional;Y
11677;MR.;CHARLES;WALKER;1969-10-14;S;M;charles27@adventure-works.com;60000;2;Graduate Degree;Professional;Y
11678;MR.;JOHNNY;CHAVEZ;1969-01-28;M;M;johnny16@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11679;MR.;DALTON;RICHARDSON;1969-05-08;M;M;dalton80@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11680;MRS.;KAYLEE;NELSON;1969-09-04;M;F;kaylee31@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11681;MRS.;ABIGAIL;JONES;1969-08-07;M;F;abigail50@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11682;MRS.;KAITLYN;HALL;1969-03-16;M;F;kaitlyn46@adventure-works.com;70000;5;Graduate Degree;Professional;N
11683;MR.;GREG;TAYLOR;1969-01-05;M;M;greg10@adventure-works.com;80000;2;Graduate Degree;Professional;Y
11684;MR.;DEVIN;PARKER;1965-10-01;S;M;devin40@adventure-works.com;40000;0;Bachelors;Professional;N
11685;MR.;JOSE;GRIFFIN;1965-02-07;M;M;jose15@adventure-works.com;40000;0;Bachelors;Professional;N
11687;MR.;CODY;TORRES;1965-07-13;S;M;cody5@adventure-works.com;40000;0;Bachelors;Professional;N
11688;MRS.;VICTORIA;MORRIS;1965-12-25;S;F;victoria26@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11689;MR.;IAN;DIAZ;1965-09-06;M;M;ian62@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11690;MS.;CAROLINE;BUTLER;1965-01-13;M;F;caroline15@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11691;MS.;KAITLYN;WILSON;1964-01-03;S;F;kaitlyn29@adventure-works.com;40000;0;Bachelors;Professional;N
11692;MR.;CALEB;GONZALES;1964-06-19;M;M;caleb14@adventure-works.com;40000;0;Bachelors;Professional;N
11693;MRS.;HAILEY;DIAZ;1964-09-24;S;F;hailey42@adventure-works.com;50000;4;Bachelors;Skilled Manual;N
11694;MR.;JONATHON;ORTEGA;1964-03-24;M;M;jonathon16@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11695;MR.;LOGAN;CAMPBELL;1964-01-11;M;M;logan33@adventure-works.com;50000;5;Bachelors;Skilled Manual;Y
11696;MRS.;MACKENZIE;CAMPBELL;1964-04-05;S;F;mackenzie29@adventure-works.com;50000;5;Bachelors;Skilled Manual;Y
11697;MR.;EDUARDO;LEE;1964-06-24;M;M;eduardo21@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
